title,industry,ai_approved,ai_reason,judged_at
Dealer Route,,True,,2026-08-17T20:47:07.356899+09:00
Dealer Scale,,True,,2026-08-17T20:48:23.905428+09:00
Dealer Scheduler,,True,,2026-08-17T23:09:02.276027+09:00
Dealer Scope,,True,,2026-08-17T20:45:34.633599+09:00
Dealer Sentry,,True,,2026-08-17T20:38:12.491374+09:00
Dealer Signal,,True,,2026-08-17T20:47:47.373505+09:00
Dealer Station,,True,,2026-08-17T21:39:57.727763+09:00
Dealer Studio,automotive,True,,2026-08-18T07:51:55.730113+09:00
Dealer Suite,,True,,2026-08-17T23:07:23.914294+09:00
Dealer Sync,automotive,True,,2026-08-18T07:43:20.334023+09:00
Dealer Terminal,automotive,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(automotive)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Dealer Tracker,automotive,True,,2026-08-18T07:43:20.334023+09:00
Dealer Trail,,True,,2026-08-17T20:44:10.950266+09:00
Dealer Vault,automotive,True,,2026-08-18T07:43:20.334023+09:00
Dealer Watch,,True,,2026-08-17T20:46:26.563596+09:00
Dealer Wave,,True,,2026-08-17T20:42:00.146835+09:00
Dealer Zone,,True,,2026-08-17T21:36:10.133574+09:00
Deductible Anchor,,True,,2026-08-17T20:34:44.892914+09:00
Deductible Assistant,,True,,2026-08-17T23:08:17.909902+09:00
Deductible Atlas,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Base,,True,,2026-08-17T21:30:33.048254+09:00
Deductible Beacon,,True,,2026-08-17T20:38:33.752321+09:00
Deductible Board,,True,,2026-08-17T20:45:52.903104+09:00
Deductible Bridge,,True,,2026-08-17T20:35:45.912195+09:00
Deductible Cascade,,True,,2026-08-17T20:36:43.272468+09:00
Deductible Center,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Chain,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Cockpit,,True,,2026-08-17T23:28:10.025737+09:00
Deductible Companion,,True,,2026-08-17T23:06:12.301553+09:00
Deductible Compass,,True,,2026-08-17T20:39:25.387216+09:00
Deductible Console,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Core,,True,,2026-08-17T20:48:18.389398+09:00
Deductible Dashboard,,True,,2026-08-17T23:11:35.407010+09:00
Deductible Deck,,True,,2026-08-17T20:44:54.516764+09:00
Deductible Desk,,True,,2026-08-17T20:42:43.172174+09:00
Deductible Dial,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Dock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Engine,,True,,2026-08-17T23:27:13.113305+09:00
Deductible Flow,,True,,2026-08-17T20:45:30.439940+09:00
Deductible Forge,,True,,2026-08-17T20:37:39.748297+09:00
Deductible Frame,,True,,2026-08-17T21:31:44.399230+09:00
Deductible Gate,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Grid,,True,,2026-08-17T21:41:39.306179+09:00
Deductible Guard,,True,,2026-08-17T21:30:00.229933+09:00
Deductible Hub,,True,,2026-08-17T20:44:25.446111+09:00
Deductible Insight,,True,,2026-08-17T23:27:56.034352+09:00
Deductible Keeper,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Lab,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Ledger,,True,,2026-08-17T20:46:59.199715+09:00
Deductible Lens,,True,,2026-08-17T21:32:53.372558+09:00
Deductible Lock,,True,,2026-08-17T21:34:57.125142+09:00
Deductible Loop,insurance,True,,2026-08-18T07:51:55.730113+09:00
Deductible Manager,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Map,,True,,2026-08-17T21:33:53.413747+09:00
Deductible Meter,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Metrics,,True,,2026-08-17T23:04:21.710025+09:00
Deductible Monitor,,True,,2026-08-17T23:10:02.526148+09:00
Deductible Navigator,,True,,2026-08-17T23:28:25.880563+09:00
Deductible Nexus,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Node,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Ops,,True,,2026-08-17T23:13:13.553145+09:00
Deductible Organizer,,True,,2026-08-17T23:27:42.956477+09:00
Deductible Panel,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Path,,True,,2026-08-17T21:36:59.022364+09:00
Deductible Pilot,,True,,2026-08-17T20:43:36.337910+09:00
Deductible Planner,,True,,2026-08-17T23:27:26.699527+09:00
Deductible Point,,True,,2026-08-17T21:36:00.741055+09:00
Deductible Portal,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Pulse,,True,,2026-08-17T21:39:40.995935+09:00
Deductible Radar,,True,,2026-08-17T20:41:55.751231+09:00
Deductible Rail,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Register,,True,,2026-08-17T23:28:46.712952+09:00
Deductible Relay,,True,,2026-08-17T20:41:07.425187+09:00
Deductible Ring,insurance,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Deductible Route,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Scale,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Scheduler,,True,,2026-08-17T23:15:10.071233+09:00
Deductible Scope,,True,,2026-08-17T20:31:38.107939+09:00
Deductible Sentry,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Signal,,True,,2026-08-17T20:33:54.236742+09:00
Deductible Station,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Studio,,True,,2026-08-17T20:44:06.631034+09:00
Deductible Suite,,True,,2026-08-17T23:13:34.703463+09:00
Deductible Sync,,True,,2026-08-17T20:46:22.420312+09:00
Deductible Terminal,insurance,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=insurance",2026-08-18T07:43:20.334023+09:00
Deductible Tracker,,True,,2026-08-17T20:47:35.936558+09:00
Deductible Trail,insurance,True,,2026-08-18T07:43:20.334023+09:00
Deductible Vault,,True,,2026-08-17T20:40:20.065990+09:00
Deductible Watch,,True,,2026-08-17T20:32:49.512310+09:00
Deductible Wave,,True,,2026-08-17T21:38:10.743063+09:00
Deductible Zone,insurance,True,,2026-08-18T07:43:20.334023+09:00
Defect Anchor,,True,,2026-08-17T20:46:51.703605+09:00
Defect Assistant,,True,,2026-08-17T23:08:54.682716+09:00
Defect Atlas,,True,,2026-08-17T20:37:32.011303+09:00
Defect Base,,True,,2026-08-17T20:34:16.019094+09:00
Defect Beacon,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Board,manufacturing,True,,2026-08-18T07:51:55.730113+09:00
Defect Bridge,,True,,2026-08-17T20:48:09.439521+09:00
Defect Cascade,,True,,2026-08-17T21:30:24.502544+09:00
Defect Center,,True,,2026-08-17T21:35:20.515813+09:00
Defect Chain,,True,,2026-08-17T20:41:50.983322+09:00
Defect Cockpit,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Companion,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Compass,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Console,,True,,2026-08-17T21:32:11.115049+09:00
Defect Core,,True,,2026-08-17T20:33:16.020559+09:00
Defect Dashboard,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Deck,manufacturing,True,,2026-08-18T07:51:55.730113+09:00
Defect Desk,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Dial,,True,,2026-08-17T20:48:44.119140+09:00
Defect Dock,,True,,2026-08-17T20:44:22.162347+09:00
Defect Engine,,True,,2026-08-17T23:33:15.463532+09:00
Defect Flow,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Forge,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Frame,,True,,2026-08-17T20:35:08.080059+09:00
Defect Gate,,True,,2026-08-17T20:39:20.129592+09:00
Defect Grid,,True,,2026-08-17T20:42:11.427186+09:00
Defect Guard,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Hub,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Insight,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Keeper,,True,,2026-08-17T20:35:38.392873+09:00
Defect Lab,,True,,2026-08-17T21:38:37.304138+09:00
Defect Ledger,,True,,2026-08-17T20:32:07.300250+09:00
Defect Lens,,True,,2026-08-17T20:36:06.570384+09:00
Defect Lock,,True,,2026-08-17T20:38:03.705761+09:00
Defect Loop,,True,,2026-08-17T20:43:05.974432+09:00
Defect Manager,,True,,2026-08-17T20:34:40.569545+09:00
Defect Map,,True,,2026-08-17T20:37:03.531282+09:00
Defect Meter,,True,,2026-08-17T20:47:25.656493+09:00
Defect Metrics,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Monitor,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Navigator,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Nexus,,True,,2026-08-17T20:38:24.877008+09:00
Defect Node,,True,,2026-08-17T20:40:15.034726+09:00
Defect Ops,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Organizer,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Panel,,True,,2026-08-17T21:31:00.206645+09:00
Defect Path,,True,,2026-08-17T20:39:49.091027+09:00
Defect Pilot,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Planner,,True,,2026-08-17T23:33:28.426699+09:00
Defect Point,,True,,2026-08-17T20:38:53.767345+09:00
Defect Portal,,True,,2026-08-17T21:33:17.550972+09:00
Defect Pulse,,True,,2026-08-17T20:41:20.787117+09:00
Defect Radar,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Rail,,True,,2026-08-17T20:43:30.530213+09:00
Defect Register,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Relay,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Ring,manufacturing,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Defect Route,,True,,2026-08-17T20:45:24.269018+09:00
Defect Scale,,True,,2026-08-17T20:46:14.149623+09:00
Defect Scheduler,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Scope,,True,,2026-08-17T20:43:58.581518+09:00
Defect Sentry,,True,,2026-08-17T20:36:35.862750+09:00
Defect Signal,,True,,2026-08-17T20:45:48.787557+09:00
Defect Station,,True,,2026-08-17T21:37:30.311680+09:00
Defect Studio,,True,,2026-08-17T21:40:51.783967+09:00
Defect Suite,,True,,2026-08-17T23:14:07.437972+09:00
Defect Sync,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Terminal,manufacturing,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(manufacturing)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Defect Tracker,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Trail,,True,,2026-08-17T20:42:36.789908+09:00
Defect Vault,manufacturing,True,,2026-08-18T07:43:20.334023+09:00
Defect Watch,,True,,2026-08-17T20:44:45.631544+09:00
Defect Wave,,True,,2026-08-17T20:40:36.395454+09:00
Defect Zone,,True,,2026-08-17T21:34:17.965302+09:00
Delivery Anchor,laundry_dry_cleaning,True,,2026-08-18T07:51:55.730113+09:00
Delivery Assistant,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Atlas,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Base,,True,,2026-08-17T20:45:26.162726+09:00
Delivery Beacon,,True,,2026-08-17T20:35:12.658616+09:00
Delivery Board,,True,,2026-08-17T20:42:41.908187+09:00
Delivery Bridge,,True,,2026-08-17T20:32:10.469810+09:00
Delivery Cascade,,True,,2026-08-17T20:33:21.754611+09:00
Delivery Center,,True,,2026-08-17T20:37:38.706086+09:00
Delivery Chain,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Cockpit,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Companion,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Compass,,True,,2026-08-17T20:36:11.237181+09:00
Delivery Console,,True,,2026-08-17T20:34:43.926118+09:00
Delivery Core,,True,,2026-08-17T20:44:23.108645+09:00
Delivery Dashboard,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Deck,,True,,2026-08-17T20:41:54.470071+09:00
Delivery Desk,,True,,2026-08-17T20:39:52.233588+09:00
Delivery Dial,,True,,2026-08-17T20:32:47.475978+09:00
Delivery Dock,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Engine,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Flow,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Forge,,True,,2026-08-17T20:34:18.335664+09:00
Delivery Frame,,True,,2026-08-17T20:46:16.531586+09:00
Delivery Gate,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Grid,,True,,2026-08-17T21:36:30.682605+09:00
Delivery Guard,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Hub,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Insight,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Keeper,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Lab,,True,,2026-08-17T20:40:19.019495+09:00
Delivery Ledger,,True,,2026-08-17T20:43:34.295212+09:00
Delivery Lens,,True,,2026-08-17T20:47:33.914967+09:00
Delivery Lock,,True,,2026-08-17T21:31:02.177338+09:00
Delivery Loop,,True,,2026-08-17T21:37:36.095439+09:00
Delivery Manager,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Map,,True,,2026-08-17T20:49:39.030080+09:00
Delivery Meter,,True,,2026-08-17T20:31:36.969919+09:00
Delivery Metrics,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Monitor,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Navigator,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Nexus,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Node,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Ops,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Organizer,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Panel,,True,,2026-08-17T20:33:51.962760+09:00
Delivery Path,,True,,2026-08-17T21:33:20.961288+09:00
Delivery Pilot,,True,,2026-08-17T20:40:42.163784+09:00
Delivery Planner,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Point,,True,,2026-08-17T21:32:15.070878+09:00
Delivery Portal,,True,,2026-08-17T20:35:44.075031+09:00
Delivery Pulse,,True,,2026-08-17T21:35:22.295985+09:00
Delivery Radar,,True,,2026-08-17T20:38:59.956902+09:00
Delivery Rail,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Register,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Relay,,True,,2026-08-17T20:38:06.157627+09:00
Delivery Ring,food_service,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Delivery Route,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Scale,laundry_dry_cleaning,True,,2026-08-18T07:51:55.730113+09:00
Delivery Scheduler,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Scope,,True,,2026-08-17T21:38:40.825363+09:00
Delivery Sentry,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Signal,laundry_dry_cleaning,True,,2026-08-18T07:51:55.730113+09:00
Delivery Station,,True,,2026-08-17T20:39:23.919432+09:00
Delivery Studio,,True,,2026-08-17T20:41:03.029394+09:00
Delivery Suite,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Sync,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Terminal,laundry_dry_cleaning,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(laundry_dry_cleaning)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Delivery Tracker,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Delivery Trail,food_service,True,,2026-08-18T07:43:20.334023+09:00
Delivery Vault,,True,,2026-08-17T20:37:08.027448+09:00
Delivery Watch,,True,,2026-08-17T21:41:04.521769+09:00
Delivery Wave,,True,,2026-08-17T21:34:24.214520+09:00
Delivery Zone,,True,,2026-08-17T20:36:39.507807+09:00
Demand Anchor,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Assistant,,True,,2026-08-17T23:05:51.247207+09:00
Demand Atlas,,True,,2026-08-17T21:41:42.015478+09:00
Demand Base,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Beacon,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Board,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Bridge,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Cascade,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Center,,True,,2026-08-17T20:45:32.525368+09:00
Demand Chain,,True,,2026-08-17T20:34:48.922886+09:00
Demand Cockpit,,True,,2026-08-17T23:31:35.615532+09:00
Demand Companion,,True,,2026-08-17T23:03:45.434649+09:00
Demand Compass,,True,,2026-08-17T20:44:07.827451+09:00
Demand Console,,True,,2026-08-17T20:42:46.441273+09:00
Demand Core,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Dashboard,,True,,2026-08-17T23:09:26.162855+09:00
Demand Deck,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Desk,,True,,2026-08-17T20:48:21.583177+09:00
Demand Dial,,True,,2026-08-17T20:41:08.316613+09:00
Demand Dock,,True,,2026-08-17T20:37:45.876313+09:00
Demand Engine,,True,,2026-08-17T23:30:26.611269+09:00
Demand Flow,,True,,2026-08-17T21:33:00.443260+09:00
Demand Forge,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Frame,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Gate,,True,,2026-08-17T20:31:44.848533+09:00
Demand Grid,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Guard,,True,,2026-08-17T21:36:05.315924+09:00
Demand Hub,,True,,2026-08-17T21:31:46.266854+09:00
Demand Insight,,True,,2026-08-17T23:31:21.435106+09:00
Demand Keeper,,True,,2026-08-17T21:38:13.718334+09:00
Demand Lab,,True,,2026-08-17T21:30:05.905035+09:00
Demand Ledger,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Lens,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Lock,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Loop,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Manager,,True,,2026-08-17T21:37:05.127331+09:00
Demand Map,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Meter,,True,,2026-08-17T20:40:24.654920+09:00
Demand Metrics,,True,,2026-08-17T23:14:35.084674+09:00
Demand Monitor,,True,,2026-08-17T23:07:39.486562+09:00
Demand Navigator,,True,,2026-08-17T23:31:53.116535+09:00
Demand Nexus,energy_utilities,True,,2026-08-18T07:51:55.730113+09:00
Demand Node,,True,,2026-08-17T20:32:55.422953+09:00
Demand Ops,,True,,2026-08-17T23:11:00.543955+09:00
Demand Organizer,,True,,2026-08-17T23:30:56.654699+09:00
Demand Panel,,True,,2026-08-17T20:41:58.937145+09:00
Demand Path,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Pilot,,True,,2026-08-17T21:30:38.829852+09:00
Demand Planner,,True,,2026-08-17T23:30:41.257118+09:00
Demand Point,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Portal,,True,,2026-08-17T20:43:42.299051+09:00
Demand Pulse,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Radar,,True,,2026-08-17T20:47:00.954455+09:00
Demand Rail,,True,,2026-08-17T20:36:47.157974+09:00
Demand Register,,True,,2026-08-17T23:32:15.494443+09:00
Demand Relay,,True,,2026-08-17T20:45:55.190861+09:00
Demand Ring,energy_utilities,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Demand Route,,True,,2026-08-17T20:38:35.163236+09:00
Demand Scale,,True,,2026-08-17T20:39:31.272188+09:00
Demand Scheduler,,True,,2026-08-17T23:12:58.115072+09:00
Demand Scope,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Sentry,,True,,2026-08-17T21:39:44.948189+09:00
Demand Signal,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Station,,True,,2026-08-17T20:47:45.474295+09:00
Demand Studio,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Suite,,True,,2026-08-17T23:11:19.275980+09:00
Demand Sync,,True,,2026-08-17T21:33:56.834131+09:00
Demand Terminal,energy_utilities,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(energy_utilities)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Demand Tracker,,True,,2026-08-17T21:35:00.218033+09:00
Demand Trail,,True,,2026-08-17T20:35:48.969093+09:00
Demand Vault,,True,,2026-08-17T20:45:09.617976+09:00
Demand Watch,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Wave,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Demand Zone,,True,,2026-08-17T20:44:27.303320+09:00
Deployment Anchor,,True,,2026-08-17T20:36:00.761105+09:00
Deployment Assistant,,True,,2026-08-17T23:07:47.336176+09:00
Deployment Atlas,,True,,2026-08-17T21:35:46.466784+09:00
Deployment Base,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Beacon,,True,,2026-08-17T20:39:41.640400+09:00
Deployment Board,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Bridge,,True,,2026-08-17T20:36:59.320935+09:00
Deployment Cascade,,True,,2026-08-17T20:37:58.727524+09:00
Deployment Center,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Chain,it_devops,True,,2026-08-18T07:51:55.730113+09:00
Deployment Cockpit,,True,,2026-08-17T23:30:05.459796+09:00
Deployment Companion,,True,,2026-08-17T23:05:39.217461+09:00
Deployment Compass,,True,,2026-08-17T20:40:32.567080+09:00
Deployment Console,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Core,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Dashboard,,True,,2026-08-17T23:11:08.683373+09:00
Deployment Deck,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Desk,,True,,2026-08-17T20:43:55.064759+09:00
Deployment Dial,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Dock,,True,,2026-08-17T20:33:42.611240+09:00
Deployment Engine,,True,,2026-08-17T23:28:54.506937+09:00
Deployment Flow,,True,,2026-08-17T20:46:42.242736+09:00
Deployment Forge,,True,,2026-08-17T20:38:46.053243+09:00
Deployment Frame,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Gate,,True,,2026-08-17T21:37:57.485180+09:00
Deployment Grid,it_devops,True,,2026-08-18T07:51:55.730113+09:00
Deployment Guard,,True,,2026-08-17T21:31:28.023870+09:00
Deployment Hub,,True,,2026-08-17T20:45:42.370254+09:00
Deployment Insight,,True,,2026-08-17T23:29:46.030396+09:00
Deployment Keeper,,True,,2026-08-17T21:33:37.652467+09:00
Deployment Lab,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Ledger,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Lens,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Lock,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Loop,,True,,2026-08-17T20:32:00.957216+09:00
Deployment Manager,,True,,2026-08-17T21:32:36.544768+09:00
Deployment Map,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Meter,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Metrics,,True,,2026-08-17T23:03:53.626473+09:00
Deployment Monitor,,True,,2026-08-17T23:09:32.191803+09:00
Deployment Navigator,,True,,2026-08-17T23:30:19.900529+09:00
Deployment Nexus,,True,,2026-08-17T21:36:47.272145+09:00
Deployment Node,,True,,2026-08-17T21:39:19.495692+09:00
Deployment Ops,,True,,2026-08-17T23:12:41.358995+09:00
Deployment Organizer,,True,,2026-08-17T23:29:31.685360+09:00
Deployment Panel,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Path,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Pilot,,True,,2026-08-17T20:44:37.629482+09:00
Deployment Planner,,True,,2026-08-17T23:29:14.907859+09:00
Deployment Point,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Portal,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Pulse,it_devops,True,,2026-08-18T01:28:04.577831+09:00
Deployment Radar,,True,,2026-08-17T20:42:54.961047+09:00
Deployment Rail,,True,,2026-08-17T20:32:38.453320+09:00
Deployment Register,,True,,2026-08-17T23:30:33.375533+09:00
Deployment Relay,,True,,2026-08-17T20:42:06.946542+09:00
Deployment Ring,it_devops,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Deployment Route,,True,,2026-08-17T20:34:35.742752+09:00
Deployment Scale,,True,,2026-08-17T20:35:32.317442+09:00
Deployment Scheduler,,True,,2026-08-17T23:14:44.117441+09:00
Deployment Scope,,True,,2026-08-17T20:33:09.747000+09:00
Deployment Sentry,,True,,2026-08-17T21:34:39.149688+09:00
Deployment Signal,,True,,2026-08-17T20:35:03.370957+09:00
Deployment Station,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Studio,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Suite,,True,,2026-08-17T23:13:04.753315+09:00
Deployment Sync,,True,,2026-08-17T20:48:00.384731+09:00
Deployment Terminal,it_devops,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=it_devops",2026-08-18T07:43:20.334023+09:00
Deployment Tracker,,True,,2026-08-17T21:30:18.085086+09:00
Deployment Trail,it_devops,True,,2026-08-18T07:51:55.730113+09:00
Deployment Vault,,True,,2026-08-17T20:41:16.510977+09:00
Deployment Watch,,True,,2026-08-17T20:34:09.472739+09:00
Deployment Wave,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deployment Zone,it_devops,True,,2026-08-18T07:43:20.334023+09:00
Deposit Anchor,real_estate,True,,2026-08-18T07:43:20.334023+09:00
Deposit Assistant,,True,,2026-08-17T23:31:53.116535+09:00
Deposit Atlas,,True,,2026-08-17T21:30:37.005083+09:00
