title,industry,ai_approved,ai_reason,judged_at
Chart Radar,dental,True,,2026-08-18T07:43:20.334023+09:00
Chart Register,dental,True,,2026-08-18T07:43:20.334023+09:00
Chart Scheduler,dental,True,,2026-08-18T07:43:20.334023+09:00
Chart Suite,dental,True,,2026-08-18T07:43:20.334023+09:00
Chart Sync,dental,True,,2026-08-18T07:43:20.334023+09:00
Chart Tracker,dental,True,,2026-08-18T07:43:20.334023+09:00
Charter Anchor,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Base,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Beacon,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Board,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Bridge,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Cascade,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Center,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Chain,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Companion,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Compass,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Console,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Core,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Deck,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Desk,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Dial,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Dock,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Flow,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Forge,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Frame,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Guard,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Hub,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Lab,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Ledger,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Lens,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Loop,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Meter,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Navigator,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Ops,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Panel,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Pilot,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Portal,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Radar,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Rail,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Register,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Relay,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Route,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Scale,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Scope,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Signal,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Station,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Studio,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Sync,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Terminal,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Tracker,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Trail,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Charter Vault,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Watch,aviation,True,,2026-08-18T07:43:20.334023+09:00
Charter Zone,maritime_shipping,True,,2026-08-18T07:43:20.334023+09:00
Chat Anchor,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Beacon,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Bridge,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Cascade,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Compass,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Desk,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Flow,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Forge,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Grid,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Guard,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Hub,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Loop,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Ops,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Pilot,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Radar,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Register,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Relay,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Scope,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Signal,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Sync,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Tracker,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Vault,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Chat Watch,customer_support,True,,2026-08-18T07:43:20.334023+09:00
Checkin Anchor,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Assistant,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Beacon,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Bridge,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Cascade,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Cockpit,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Companion,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Compass,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Dashboard,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Desk,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Flow,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Forge,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Guard,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Hub,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Insight,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Metrics,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Monitor,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Navigator,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Ops,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Organizer,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Pilot,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Planner,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Radar,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Register,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Relay,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Scheduler,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Checkin Signal,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Sync,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Tracker,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Vault,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checkin Watch,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Checklist Assistant,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Atlas,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Chain,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Dock,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Engine,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Gate,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Insight,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Keeper,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Manager,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Meter,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Metrics,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Monitor,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Nexus,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Node,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Organizer,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Planner,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Rail,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Ring,cleaning_services,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Checklist Route,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Scale,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Scheduler,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Sentry,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Suite,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checklist Trail,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Checkout Assistant,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Atlas,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Base,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Board,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Center,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Cockpit,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Companion,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Console,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Core,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Dashboard,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Deck,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Engine,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Flow,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Frame,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Grid,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Guard,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Insight,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Keeper,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Lab,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Ledger,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Lens,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Lock,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Loop,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Manager,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Map,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Metrics,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Monitor,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Navigator,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Ops,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Organizer,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Path,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Planner,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Point,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Portal,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Pulse,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Register,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Scheduler,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Scope,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Sentry,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Station,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Studio,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Suite,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Sync,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Terminal,retail_ecommerce,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=retail_ecommerce",2026-08-18T07:43:20.334023+09:00
Checkout Tracker,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Checkout Wave,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Checkout Zone,retail_ecommerce,True,,2026-08-18T07:43:20.334023+09:00
Chemical Base,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Board,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Center,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Console,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Core,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Deck,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Dial,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Frame,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Grid,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Lab,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Ledger,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Lens,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Lock,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Map,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Panel,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Path,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Point,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Portal,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Pulse,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Station,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Studio,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Terminal,pest_control,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=pest_control",2026-08-18T07:43:20.334023+09:00
Chemical Wave,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Chemical Zone,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Churn Base,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Board,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Center,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Console,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Core,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Deck,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Dial,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Dock,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Frame,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Lab,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Ledger,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Lens,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Meter,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Panel,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Portal,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Rail,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Route,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Scale,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Station,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Studio,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Terminal,telecom,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=telecom",2026-08-18T07:43:20.334023+09:00
Churn Trail,telecom,True,,2026-08-18T07:43:20.334023+09:00
Churn Zone,telecom,True,,2026-08-18T07:43:20.334023+09:00
Circulation Anchor,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Beacon,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Bridge,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Cascade,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Cockpit,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Companion,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Compass,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Dashboard,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Desk,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Flow,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Forge,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Guard,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Hub,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Metrics,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Navigator,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Ops,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Pilot,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Radar,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Register,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Relay,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Sync,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Tracker,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Circulation Vault,media_publishing,True,,2026-08-18T07:43:20.334023+09:00
Citation Assistant,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Cockpit,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Companion,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Dashboard,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Desk,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Engine,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Flow,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Guard,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Hub,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Insight,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Keeper,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Manager,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Metrics,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Monitor,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Navigator,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Ops,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Organizer,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Pilot,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Planner,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Register,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Scheduler,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Suite,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Sync,government,True,,2026-08-18T07:43:20.334023+09:00
Citation Tracker,government,True,,2026-08-18T07:43:20.334023+09:00
Claim Assistant,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Atlas,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Claim Center,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Chain,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Cockpit,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Companion,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Console,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Dashboard,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Desk,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Dial,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Dock,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Engine,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Flow,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Gate,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Claim Guard,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Hub,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Insight,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Keeper,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Manager,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Meter,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Metrics,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Monitor,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Navigator,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Nexus,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Claim Node,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Claim Ops,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Organizer,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Panel,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Pilot,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Planner,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Portal,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Rail,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Register,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Ring,dental,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Claim Route,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Scale,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Scheduler,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Sentry,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Claim Suite,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Sync,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Tracker,insurance,True,,2026-08-18T07:43:20.334023+09:00
Claim Trail,dental,True,,2026-08-18T07:43:20.334023+09:00
Claim Zone,dental,True,,2026-08-18T07:43:20.334023+09:00
Class Anchor,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Beacon,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Bridge,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Cascade,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Companion,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Compass,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Desk,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Flow,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Forge,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Grid,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Guard,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Hub,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Loop,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Ops,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Pilot,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Radar,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Register,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Relay,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Scope,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Signal,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Sync,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Tracker,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Vault,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Class Watch,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Classroom Assistant,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Cockpit,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Companion,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Dashboard,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Desk,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Engine,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Flow,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Guard,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Hub,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Insight,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Metrics,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Monitor,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Navigator,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Ops,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Organizer,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Pilot,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Planner,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Radar,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Register,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Relay,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Scheduler,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Sync,education,True,,2026-08-18T07:43:20.334023+09:00
Classroom Tracker,education,True,,2026-08-18T07:43:20.334023+09:00
Clause Assistant,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Atlas,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Cockpit,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Companion,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Dashboard,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Engine,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Flow,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Guard,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Insight,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Keeper,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Manager,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Metrics,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Monitor,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Navigator,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Nexus,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Ops,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Organizer,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Planner,legal,True,,2026-08-18T07:43:20.334023+09:00
Clause Register,legal,True,,2026-08-18T07:43:20.334023+09:00
